form,root,to_derive,to_translate,word,context,lgg,trs_direct,trs_context,trs_dbl_trans,to_check,word_type,end_class
v,default,yes,yes,defaulted,website is defaulted to this page,ar,تعثر,وتخلفت الموقع لهذه الصفحة,bog down,XXX,attr,other
n,default,yes,yes,defaults,these websites are defaults,ar,التخلف,هذه المواقع هي الافتراضات,Underdevelopment,XXX,attr,other
v,delete,yes,yes,delete,delete your website,ar,حذف,حذف موقع الويب الخاص بك,delete,,attr,expired
v,delete,yes,yes,deleted,website is deleted,ar,الحذف,يتم حذف الموقع,Deleted,XXX,attr,expired
v,delete,yes,yes,deletes,it deletes your page,ar,الحذف,فإنه حذف صفحتك,Deletion,XXX,attr,expired
v,delete,yes,yes,deleting,deleting your website,ar,حذف,حذف موقع الويب الخاص بك,delete,,attr,expired
v,develop,yes,yes,develop,owners develop website,ar,طور,أصحاب تطوير الموقع,Develop,XXX,attr,other
v,develop,yes,yes,developed,website is developed,ar,المتقدمة,تم تطوير الموقع,Advanced,XXX,attr,other
n,develop,yes,yes,developer,developer is programming,ar,مطور,المطور البرمجة,Developer,,attr,other
n,develop,yes,yes,developers,developers are programming websites,ar,المطورين,المطورين برمجة المواقع,Developers,,attr,other
v,develop,yes,yes,developing,website is developing the website,ar,تطوير,الموقع هو تطوير الموقع,Development,,attr,other
n,develop,yes,yes,developing,developing your website is good,ar,تطوير,تطوير موقع الويب الخاص بك هو جيد,Development,,attr,other
n,develop,yes,yes,development,page under development,ar,تطوير,الصفحة تحت التطوير,Development,,attr,other
n,develop,yes,yes,developments,developments are ongoing,ar,التطورات,التطورات الجارية,Developments,,attr,other
v,develop,yes,yes,develops,owner develops website,ar,تطور,صاحب تطور الموقع,has evolved,,attr,other
v,display,yes,yes,display,display your new website,ar,عرض,عرض موقعك الجديد,Show,,attr,other
v,display,yes,yes,displayed,this page is displayed automatically,ar,عرض,يتم عرض هذه الصفحة تلقائيا,Show,,attr,other
v,display,yes,yes,displaying,this page is displaying a new website,ar,عرض,هذه الصفحة يتم عرض موقع جديد,Show,,attr,other
v,display,yes,yes,displays,this page displays a new website,ar,يعرض,هذه الصفحة تعرض الموقع الجديد,Displays,XXX,attr,other
n,display,yes,yes,displays,this page displays a new website,ar,يعرض,هذه الصفحة تعرض الموقع الجديد,Displays,XXX,attr,other
n,domain,yes,yes,domain,this internet domain is great,ar,نطاق,هذا مجال الانترنت كبيرة,Domain,XXX,core,other
n,domain,yes,yes,domains,these internet domains are great,ar,المجالات,هذه نطاقات الإنترنت كبيرة,Areas,XXX,core,other
v,establish,yes,yes,establish,establish your website,ar,إنشاء,إنشاء موقع الويب الخاص بك,build up,,attr,other
v,establish,yes,yes,established,website is established by us,ar,أنشئت,تم تأسيس الموقع من قبلنا,Established,XXX,attr,other
v,establish,yes,yes,establishes,it establishes websites,ar,يؤسس,أنها تضع المواقع,Establish,XXX,attr,other
v,establish,yes,yes,establishing,establishing your website,ar,تأسيس,إنشاء موقع الويب الخاص بك,Establishing,XXX,attr,other
n,establish,yes,yes,establishment,website establishment for free,ar,مؤسسة,إنشاء موقع مجانا,Corporation,XXX,attr,other
n,expire,yes,yes,expiration,expiration is reached,ar,انتهاء الصلاحية,يتم التوصل إلى انتهاء,Expiration,XXX,attr,expired
v,expire,yes,yes,expire,websites expire soon,ar,تنقضي,المواقع تنتهي قريبا,expire,XXX,attr,expired
v,expire,yes,yes,expired,websites is expired,ar,منتهية الصلاحية,انتهت مدة صلاحية المواقع,Expired,XXX,attr,expired
v,expire,yes,yes,expires,website expires soon,ar,تنتهي,تنتهي الموقع قريبا,Ends,,attr,expired
v,expire,yes,yes,expiring,website is expiring soon,ar,تنتهي,الموقع هو تنتهي قريبا,Ends,,attr,expired
r,first,yes,yes,first,this is your first article,ar,أول,هذه هي المادة الأولى الخاصة بك,first,,attr,starter
v,generate,yes,yes,generate,algorithms generate automatically,ar,انشاء,خوارزميات تولد تلقائيا,build up,XXX,attr,other
v,generate,yes,yes,generated,page is generated automatically,ar,ولدت,الصفحة يتم إنشاء تلقائيا,Born,XXX,attr,other
v,generate,yes,yes,generates,algorithm generates automatically,ar,يولد,خوارزمية يولد تلقائيا,Generates,,attr,other
v,generate,yes,yes,generating,algorithm is generating automatically,ar,توليد,خوارزمية يولد تلقائيا,generation,XXX,attr,other
n,generate,yes,yes,generation,page generation is automatic,ar,توليد,جيل الصفحة تلقائيا,generation,XXX,attr,other
n,generate,yes,yes,generations,page generations are free,ar,أجيال,أجيال الصفحة أحرار,Generations,,attr,other
n,generate,yes,yes,generator,a page generator is provided,ar,مولد كهرباء,يتم توفير مولد الصفحة,Electrical generator,XXX,attr,other
n,generate,yes,yes,generators,page generators are available,ar,مولدات كهرباء,هي مولدات الصفحات المتاحة,Generators,XXX,attr,other
v,link,yes,yes,link,link your domain to a website,ar,حلقة الوصل,ربط نطاقك لموقع على شبكة الانترنت,Link,XXX,attr,other
n,link,yes,yes,linkage,linkage of websites and domain,ar,صلة,الربط بين المواقع والنطاقات,Link,XXX,attr,other
v,link,yes,yes,linked,domain is linked to a website,ar,مرتبط,ويرتبط المجال إلى موقع على شبكة الانترنت,linked,XXX,attr,other
v,link,yes,yes,linking,linking your domain to a website,ar,ربط,ربط نطاقك لموقع على شبكة الانترنت,Link,,attr,other
v,link,yes,yes,links,it links a website to a domain,ar,الروابط,يربط موقع على شبكة الانترنت إلى مجال,Links,XXX,attr,other
v,maintain,yes,yes,maintain,maintain your website,ar,الحفاظ,الحفاظ على موقع الويب الخاص بك,Conservation,,attr,construction
v,maintain,yes,yes,maintained,website is maintained,ar,حافظ,ويحتفظ موقع,Maintain,XXX,attr,construction
n,maintain,yes,yes,maintainer,the maintainer is busy,ar,معيل,معيل مشغول,Provider,,attr,construction
n,maintain,yes,yes,maintainers,the maintainers are busy,ar,مشرفون,مشرفون مشغولون,Credits,,attr,construction
v,maintain,yes,yes,maintaining,the owner is maintaining this website,ar,المحافظة,المالك هو الحفاظ على هذا الموقع,Governorate,XXX,attr,construction
n,maintain,yes,yes,maintenance,website is under maintenance,ar,اعمال صيانة,الموقع تحت الصيانة,maintenance,XXX,attr,construction
n,maintain,yes,yes,maintenances,maintenances are done,ar,الصيانة,تتم الصيانة,Maintenance,,attr,construction
v,open,yes,yes,opened,domain is opened by you,ar,افتتح,فتح المجال عن طريق لك,Opened,XXX,attr,other
v,open,yes,yes,opening,website is opening soon,ar,افتتاح,الموقع هو فتح قريبا,Opening,XXX,attr,other
v,own,yes,yes,own,they own this website,ar,خاصة,كانت تملك هذا الموقع,Especially,XXX,attr,reserved
v,own,yes,yes,owned,this website is owned by you,ar,مملوكة,وتعود ملكية هذا الموقع من قبلك,Owned,XXX,attr,reserved
n,own,yes,yes,owner,the owner of this domain,ar,صاحب,صاحب هذا النطاق,owner,,attr,reserved
n,own,yes,yes,owners,the owners of this domain,ar,أصحاب,أصحاب هذا النطاق,friends,,attr,reserved
n,own,yes,yes,ownership,ownership of a website,ar,ملكية,ملكية موقع على شبكة الانترنت,Property,,attr,reserved
n,own,yes,yes,ownerships,ownerships of a website,ar,الملكيات,الملكيات موقع على شبكة الانترنت,Property,,attr,reserved
v,own,yes,yes,owning,owning a website,ar,امتلاك,امتلاك موقع على شبكة الانترنت,to have,,attr,reserved
v,own,yes,yes,owns,the man owns this website,ar,تملك,يملك الرجل هذا الموقع,Ownership,XXX,attr,reserved
v,page,yes,yes,page,this is a new website page,ar,صفحة,هذا هو الموقع صفحة جديدة,page,,core,other
v,page,yes,yes,paged,this website is not paged yet,ar,المقسم,لم يتم ترحيلها هذا الموقع حتى الآن,Divided,XXX,core,other
v,page,yes,yes,pages,add your pages to this website,ar,صفحات,إضافة صفحات إلى هذا الموقع,Pages,,core,other
v,park,yes,yes,park,to park a domain,ar,منتزه,لحديقة مجال,Park,XXX,attr,other
v,park,yes,yes,parked,domain is parked,ar,متوقفة,هي واقفة نطاق,Parked,XXX,attr,other
v,park,yes,yes,parking,this website is a parking page,ar,موقف سيارات,هذا الموقع هو صفحة وقوف السيارات,parking,XXX,attr,other
v,post,yes,yes,post,post your first article,ar,بريد,الرد على المادة الأولى الخاصة بك,Mail,XXX,core,other
n,post,yes,yes,post,this is a first post on this page,ar,بريد,وهذا هو أول وظيفة في هذه الصفحة,Mail,XXX,core,other
v,post,yes,yes,posted,this page is posted automatically,ar,نشر,هذه الصفحة يتم نشر تلقائيا,Spread,,core,other
v,post,yes,yes,posting,posting on this page is nice,ar,نشر,نشر على هذه الصفحة هي لطيفة,Spread,,core,other
v,post,yes,yes,posts,it posts a new article,ar,المشاركات,انها وظائف مادة جديدة,Posts,XXX,core,other
n,post,yes,yes,posts,start writing your posts,ar,المشاركات,البدء في كتابة مشاركاتك,Posts,XXX,core,other
v,propagate,yes,yes,propagate,propagate your website,ar,بث,نشر موقع الويب الخاص بك,broadcast,XXX,attr,other
v,propagate,yes,yes,propagated,domain is propagated,ar,نشر,يتم نشر نطاق,Spread,,attr,other
v,propagate,yes,yes,propagates,it propagates your website,ar,تنتشر,أنه يكاثر موقع الويب الخاص بك,Spread,XXX,attr,other
v,propagate,yes,yes,propagating,propagating your website,ar,التكاثر,نشر موقع الويب الخاص بك,Reproduction,XXX,attr,other
n,propagate,yes,yes,propagation,website and domain propagation,ar,نشر,الموقع ونطاق انتشار,Spread,XXX,attr,other
v,purchase,yes,yes,purchase,purchase this domain,ar,عملية الشراء,شراء هذا النطاق,shopping,XXX,attr,sale
n,purchase,yes,yes,purchase,the owners purchase websites,ar,عملية الشراء,أصحاب شراء المواقع,shopping,XXX,attr,sale
v,purchase,yes,yes,purchased,domain is purchased by you,ar,شراء,يتم شراء نطاق من قبلك,Purchase,,attr,sale
n,purchase,yes,yes,purchaser,the purchaser of website is happy,ar,مشتر,المشتري من الموقع هو سعيد,buyer,,attr,sale
n,purchase,yes,yes,purchasers,the purchasers of website are happy,ar,المشترين,المشترين من موقع سعداء,Buyers,,attr,sale
v,purchase,yes,yes,purchases,owner purchases websites,ar,المشتريات,مشتريات مالك المواقع,Purchases,XXX,attr,sale
n,purchase,yes,yes,purchases,the owner purchases websites,ar,المشتريات,المواقع مشتريات مالك,Purchases,XXX,attr,sale
v,purchase,yes,yes,purchasing,purchasing a website is good,ar,شراء,شراء موقع على شبكة الانترنت هو جيد,Purchase,,attr,sale
v,register,yes,yes,register,register your domain here,ar,تسجيل,تسجيل نطاقك هنا,Sign Up,,attr,reserved
n,register,yes,yes,register,website register is available,ar,تسجيل,موقع التسجيل متاح,Sign Up,,attr,reserved
v,register,yes,yes,registered,domain is registered here,ar,مسجل,يتم تسجيل النطاقات هنا,registered,XXX,attr,reserved
v,register,yes,yes,registering,it is registering at your company,ar,تسجيل,هو تسجيل في شركتك,Sign Up,,attr,reserved
v,register,yes,yes,registers,website registers at your company,ar,سجلات,سجلات الموقع في شركتك,Logs,,attr,reserved
n,register,yes,yes,registration,domain registration is cheap,ar,التسجيل,تسجيل نطاق رخيص,Registration,XXX,attr,reserved
n,register,yes,yes,registrations,domain registrations are cheap,ar,التسجيلات,التسجيلات المجال رخيصة,Recordings,,attr,reserved
n,register,yes,yes,registries,website registries are available,ar,سجلات,هي سجلات موقع المتاحة,Logs,,attr,reserved
n,register,yes,yes,registry,website registry is available,ar,سجل,التسجيل موقع متاح,Record,XXX,attr,reserved
n,reserve,yes,yes,reservation,the reservation of a domain is cheap,ar,حجز,التحفظ في مجال رخيص,Reservation,XXX,attr,reserved
v,reserve,yes,yes,reserve,reserve your domain,ar,الاحتياطي,حجز نطاقك,Reserve,XXX,attr,reserved
v,reserve,yes,yes,reserved,domain is reserved,ar,محجوز,محجوز للنطاق,booked up,,attr,reserved
v,reserve,yes,yes,reserves,he reserves a domain,ar,محميات,انه يحجز نطاق,Reserves,XXX,attr,reserved
v,reserve,yes,yes,reserving,reserving a domain,ar,المتحفظة,حجز نطاق,Custodial,XXX,attr,reserved
n,sale,yes,yes,sale,websites are for sale,ar,تخفيض السعر,المواقع هي للبيع,a discount,XXX,attr,sale
n,sale,yes,yes,sales,websites are for sales,ar,مبيعات,المواقع هي للمبيعات,sales,,attr,sale
v,site,yes,yes,site,your new internet site is ready,ar,موقع,موقع على شبكة الإنترنت الجديد جاهز,Location,,core,other
v,site,yes,yes,sites,your new internet sites are ready,ar,مواقع,الخاص بك مواقع الإنترنت الجديدة جاهزة,Sites,,core,other
v,suspend,yes,yes,suspend,we suspend your website,ar,تعليق,نحن تعليق موقع الويب الخاص بك,Suspension,,attr,blocked
v,suspend,yes,yes,suspended,website is suspended,ar,معلق,علق الموقع,hanging,XXX,attr,blocked
v,suspend,yes,yes,suspending,suspending of website is definitive,ar,تعليق,تعليق من الموقع هو نهائي,Suspension,,attr,blocked
v,suspend,yes,yes,suspends,he suspends his website,ar,تعلق,انه يعلق موقعه على الانترنت,Attach,XXX,attr,blocked
n,suspend,yes,yes,suspension,website suspension is possible,ar,ايقاف عن العمل,موقع تعليق ممكن,suspension,XXX,attr,blocked
n,suspend,yes,yes,suspensions,domain suspensions are possible,ar,تعليق,تعليق مجال ممكنة,Suspension,,attr,blocked
v,take,yes,yes,take,take a new web domain,ar,يأخذ,تأخذ مجال جديد على شبكة الإنترنت,Takes,XXX,attr,other
v,take,yes,yes,taken,domain is taken,ar,تؤخذ,يؤخذ نطاق,Taken,XXX,attr,other
v,take,yes,yes,takes,it takes your domain,ar,يأخذ,فإنه يأخذ نطاقك,Takes,,attr,other
v,take,yes,yes,taking,taking your new website,ar,الأخذ,أخذ موقعك الجديد,Taking,XXX,attr,other
